[2026-02-27 18:52:34] PURPLE_TRANS | E: 48.17x | D_ENDUR: 8.00019269
[2026-02-27 18:57:35] PURPLE_TRANS | E: 42.12x | D_ENDUR: 8.03528504
[2026-02-27 18:57:36] PURPLE_TRANS | E: 45.05x | D_ENDUR: 8.03546523
[2026-02-27 18:57:37] STABLE_SYNC | E: 41.37x | D_ENDUR: 8.03546523
[2026-02-27 18:57:38] PURPLE_TRANS | E: 42.97x | D_ENDUR: 8.03563710
[2026-02-27 18:57:39] PURPLE_TRANS | E: 44.47x | D_ENDUR: 8.03581498
[2026-02-27 18:57:40] STABLE_SYNC | E: 39.15x | D_ENDUR: 8.03581498
[2026-02-27 18:57:41] PURPLE_TRANS | E: 43.77x | D_ENDUR: 8.03599005
[2026-02-27 18:57:42] STABLE_SYNC | E: 41.52x | D_ENDUR: 8.03599005
[2026-02-27 18:57:43] PURPLE_TRANS | E: 45.40x | D_ENDUR: 8.03617166
[2026-02-27 18:57:44] PURPLE_TRANS | E: 42.31x | D_ENDUR: 8.03634088
[2026-02-27 18:57:45] PURPLE_TRANS | E: 45.97x | D_ENDUR: 8.03652477
[2026-02-27 18:57:46] PURPLE_TRANS | E: 48.54x | D_ENDUR: 8.03671892
[2026-02-27 18:57:47] STABLE_SYNC | E: 41.20x | D_ENDUR: 8.03671892
[2026-02-27 18:57:48] PURPLE_TRANS | E: 45.12x | D_ENDUR: 8.03689942
[2026-02-27 18:57:49] PURPLE_TRANS | E: 42.97x | D_ENDUR: 8.03707128
[2026-02-27 18:57:50] PURPLE_TRANS | E: 48.29x | D_ENDUR: 8.03726446
[2026-02-27 18:57:51] STABLE_SYNC | E: 41.63x | D_ENDUR: 8.03726446
[2026-02-27 18:57:52] PURPLE_TRANS | E: 43.19x | D_ENDUR: 8.03743723
[2026-02-27 18:57:53] PURPLE_TRANS | E: 49.16x | D_ENDUR: 8.03763385
[2026-02-27 18:57:54] STABLE_SYNC | E: 39.24x | D_ENDUR: 8.03763385
[2026-02-27 18:57:55] PURPLE_TRANS | E: 48.20x | D_ENDUR: 8.03782666
[2026-02-27 18:57:56] PURPLE_TRANS | E: 42.22x | D_ENDUR: 8.03799556
[2026-02-27 18:57:58] PURPLE_TRANS | E: 46.61x | D_ENDUR: 8.03818201
[2026-02-27 18:57:59] PURPLE_TRANS | E: 49.29x | D_ENDUR: 8.03837917
[2026-02-27 18:58:00] PURPLE_TRANS | E: 43.55x | D_ENDUR: 8.03855338
[2026-02-27 18:58:01] PURPLE_TRANS | E: 47.48x | D_ENDUR: 8.03874332
[2026-02-27 18:58:02] PURPLE_TRANS | E: 45.91x | D_ENDUR: 8.03892697
[2026-02-27 18:58:03] STABLE_SYNC | E: 40.70x | D_ENDUR: 8.03892697
[2026-02-27 18:58:04] PURPLE_TRANS | E: 47.06x | D_ENDUR: 8.03911519
[2026-02-27 18:58:05] STABLE_SYNC | E: 39.35x | D_ENDUR: 8.03911519
[2026-02-27 18:58:06] STABLE_SYNC | E: 39.30x | D_ENDUR: 8.03911519
[2026-02-27 18:58:07] PURPLE_TRANS | E: 48.38x | D_ENDUR: 8.03930872
[2026-02-27 18:58:08] PURPLE_TRANS | E: 47.10x | D_ENDUR: 8.03949712
[2026-02-27 18:58:09] PURPLE_TRANS | E: 48.93x | D_ENDUR: 8.03969283
[2026-02-27 18:58:10] STABLE_SYNC | E: 41.72x | D_ENDUR: 8.03969283
[2026-02-27 18:58:11] PURPLE_TRANS | E: 46.66x | D_ENDUR: 8.03987946
[2026-02-27 18:58:12] PURPLE_TRANS | E: 49.44x | D_ENDUR: 8.04007722
[2026-02-27 18:58:13] PURPLE_TRANS | E: 46.17x | D_ENDUR: 8.04026192
[2026-02-27 18:58:14] PURPLE_TRANS | E: 45.30x | D_ENDUR: 8.04044313
[2026-02-27 18:58:15] PURPLE_TRANS | E: 43.72x | D_ENDUR: 8.04061799
[2026-02-27 18:58:16] PURPLE_TRANS | E: 49.25x | D_ENDUR: 8.04081499
[2026-02-27 18:58:17] PURPLE_TRANS | E: 45.60x | D_ENDUR: 8.04099738
[2026-02-27 18:58:18] PURPLE_TRANS | E: 43.07x | D_ENDUR: 8.04116968
[2026-02-27 18:58:19] STABLE_SYNC | E: 40.35x | D_ENDUR: 8.04116968
[2026-02-27 18:58:20] PURPLE_TRANS | E: 48.74x | D_ENDUR: 8.04136462
[2026-02-27 18:58:21] STABLE_SYNC | E: 39.05x | D_ENDUR: 8.04136462
[2026-02-27 18:58:22] PURPLE_TRANS | E: 46.23x | D_ENDUR: 8.04154953
[2026-02-27 18:58:23] PURPLE_TRANS | E: 48.58x | D_ENDUR: 8.04174386
[2026-02-27 18:58:24] PURPLE_TRANS | E: 46.59x | D_ENDUR: 8.04193020
[2026-02-27 18:58:25] STABLE_SYNC | E: 41.92x | D_ENDUR: 8.04193020
[2026-02-27 18:58:26] PURPLE_TRANS | E: 46.13x | D_ENDUR: 8.04211474
[2026-02-27 18:58:27] PURPLE_TRANS | E: 42.36x | D_ENDUR: 8.04228418
[2026-02-27 18:58:28] STABLE_SYNC | E: 39.54x | D_ENDUR: 8.04228418
[2026-02-27 18:58:29] PURPLE_TRANS | E: 46.57x | D_ENDUR: 8.04247045
[2026-02-27 18:58:30] PURPLE_TRANS | E: 44.08x | D_ENDUR: 8.04264678
[2026-02-27 18:58:32] PURPLE_TRANS | E: 48.19x | D_ENDUR: 8.04283953
[2026-02-27 18:58:33] PURPLE_TRANS | E: 46.64x | D_ENDUR: 8.04302611
[2026-02-27 18:58:34] PURPLE_TRANS | E: 46.18x | D_ENDUR: 8.04321083
[2026-02-27 18:58:35] STABLE_SYNC | E: 39.61x | D_ENDUR: 8.04321083
[2026-02-27 18:58:36] PURPLE_TRANS | E: 42.43x | D_ENDUR: 8.04338055
[2026-02-27 18:58:37] PURPLE_TRANS | E: 48.35x | D_ENDUR: 8.04357394
[2026-02-27 18:58:38] PURPLE_TRANS | E: 42.40x | D_ENDUR: 8.04374355
[2026-02-27 18:58:39] PURPLE_TRANS | E: 42.51x | D_ENDUR: 8.04391358
[2026-02-27 18:58:40] PURPLE_TRANS | E: 46.08x | D_ENDUR: 8.04409792
[2026-02-27 18:58:41] STABLE_SYNC | E: 39.47x | D_ENDUR: 8.04409792
[2026-02-27 18:58:42] STABLE_SYNC | E: 39.07x | D_ENDUR: 8.04409792
[2026-02-27 18:58:43] PURPLE_TRANS | E: 49.09x | D_ENDUR: 8.04429430
[2026-02-27 18:58:44] PURPLE_TRANS | E: 45.18x | D_ENDUR: 8.04447502
[2026-02-27 18:58:45] PURPLE_TRANS | E: 42.08x | D_ENDUR: 8.04464334
[2026-02-27 18:58:46] STABLE_SYNC | E: 39.10x | D_ENDUR: 8.04464334
[2026-02-27 18:58:47] PURPLE_TRANS | E: 46.43x | D_ENDUR: 8.04482905
[2026-02-27 18:58:48] PURPLE_TRANS | E: 48.36x | D_ENDUR: 8.04502249
[2026-02-27 18:58:49] STABLE_SYNC | E: 39.01x | D_ENDUR: 8.04502249
[2026-02-27 18:58:50] STABLE_SYNC | E: 40.19x | D_ENDUR: 8.04502249
[2026-02-27 18:58:51] PURPLE_TRANS | E: 45.68x | D_ENDUR: 8.04520520
[2026-02-27 18:58:52] PURPLE_TRANS | E: 46.14x | D_ENDUR: 8.04538975
[2026-02-27 18:58:53] PURPLE_TRANS | E: 42.03x | D_ENDUR: 8.04555786
[2026-02-27 18:58:54] PURPLE_TRANS | E: 45.25x | D_ENDUR: 8.04573886
[2026-02-27 18:58:55] PURPLE_TRANS | E: 46.32x | D_ENDUR: 8.04592414
[2026-02-27 18:58:56] PURPLE_TRANS | E: 44.95x | D_ENDUR: 8.04610393
[2026-02-27 18:58:57] PURPLE_TRANS | E: 46.01x | D_ENDUR: 8.04628799
[2026-02-27 18:58:58] PURPLE_TRANS | E: 45.47x | D_ENDUR: 8.04646986
[2026-02-27 18:58:59] PURPLE_TRANS | E: 47.16x | D_ENDUR: 8.04665848
[2026-02-27 18:59:00] PURPLE_TRANS | E: 44.22x | D_ENDUR: 8.04683535
[2026-02-27 18:59:01] PURPLE_TRANS | E: 46.90x | D_ENDUR: 8.04702293
[2026-02-27 18:59:02] PURPLE_TRANS | E: 44.28x | D_ENDUR: 8.04720006
[2026-02-27 18:59:03] PURPLE_TRANS | E: 49.15x | D_ENDUR: 8.04739665
[2026-02-27 18:59:04] STABLE_SYNC | E: 41.15x | D_ENDUR: 8.04739665
[2026-02-27 18:59:05] PURPLE_TRANS | E: 49.41x | D_ENDUR: 8.04759427
[2026-02-27 18:59:06] STABLE_SYNC | E: 39.29x | D_ENDUR: 8.04759427
[2026-02-27 18:59:07] PURPLE_TRANS | E: 45.24x | D_ENDUR: 8.04777524
[2026-02-27 18:59:08] PURPLE_TRANS | E: 49.09x | D_ENDUR: 8.04797159
[2026-02-27 18:59:09] PURPLE_TRANS | E: 45.68x | D_ENDUR: 8.04815430
[2026-02-27 18:59:10] PURPLE_TRANS | E: 43.40x | D_ENDUR: 8.04832789
[2026-02-27 18:59:11] PURPLE_TRANS | E: 43.35x | D_ENDUR: 8.04850127
[2026-02-27 18:59:12] PURPLE_TRANS | E: 46.41x | D_ENDUR: 8.04868690
[2026-02-27 18:59:13] STABLE_SYNC | E: 39.49x | D_ENDUR: 8.04868690
[2026-02-27 18:59:14] PURPLE_TRANS | E: 46.57x | D_ENDUR: 8.04887318
[2026-02-27 18:59:15] PURPLE_TRANS | E: 43.43x | D_ENDUR: 8.04904688
[2026-02-27 18:59:16] PURPLE_TRANS | E: 44.30x | D_ENDUR: 8.04922409
[2026-02-27 18:59:17] PURPLE_TRANS | E: 48.28x | D_ENDUR: 8.04941723
[2026-02-27 18:59:18] PURPLE_TRANS | E: 46.73x | D_ENDUR: 8.04960413
[2026-02-27 18:59:20] STABLE_SYNC | E: 41.31x | D_ENDUR: 8.04960413
[2026-02-27 18:59:21] PURPLE_TRANS | E: 48.09x | D_ENDUR: 8.04979650
[2026-02-27 18:59:22] PURPLE_TRANS | E: 42.67x | D_ENDUR: 8.04996717
[2026-02-27 18:59:23] PURPLE_TRANS | E: 43.35x | D_ENDUR: 8.05014057
[2026-02-27 18:59:24] STABLE_SYNC | E: 41.68x | D_ENDUR: 8.05014057
[2026-02-27 18:59:25] PURPLE_TRANS | E: 48.79x | D_ENDUR: 8.05033574
[2026-02-27 18:59:26] PURPLE_TRANS | E: 42.93x | D_ENDUR: 8.05050746
[2026-02-27 18:59:27] STABLE_SYNC | E: 41.82x | D_ENDUR: 8.05050746
[2026-02-27 18:59:28] PURPLE_TRANS | E: 42.31x | D_ENDUR: 8.05067672
[2026-02-27 18:59:29] PURPLE_TRANS | E: 42.50x | D_ENDUR: 8.05084671
[2026-02-27 18:59:30] PURPLE_TRANS | E: 44.60x | D_ENDUR: 8.05102513
[2026-02-27 18:59:31] STABLE_SYNC | E: 39.45x | D_ENDUR: 8.05102513
[2026-02-27 18:59:32] PURPLE_TRANS | E: 45.94x | D_ENDUR: 8.05120888
[2026-02-27 18:59:33] PURPLE_TRANS | E: 48.40x | D_ENDUR: 8.05140246
[2026-02-27 18:59:34] PURPLE_TRANS | E: 47.24x | D_ENDUR: 8.05159141
[2026-02-27 18:59:35] PURPLE_TRANS | E: 49.30x | D_ENDUR: 8.05178861
[2026-02-27 18:59:36] STABLE_SYNC | E: 39.89x | D_ENDUR: 8.05178861
[2026-02-27 18:59:37] STABLE_SYNC | E: 39.82x | D_ENDUR: 8.05178861
[2026-02-27 18:59:38] PURPLE_TRANS | E: 49.40x | D_ENDUR: 8.05198621
[2026-02-27 18:59:39] PURPLE_TRANS | E: 43.75x | D_ENDUR: 8.05216123
[2026-02-27 18:59:40] PURPLE_TRANS | E: 48.64x | D_ENDUR: 8.05235578
[2026-02-27 18:59:41] PURPLE_TRANS | E: 45.50x | D_ENDUR: 8.05253779
[2026-02-27 18:59:42] PURPLE_TRANS | E: 48.34x | D_ENDUR: 8.05273113
[2026-02-27 18:59:43] PURPLE_TRANS | E: 49.06x | D_ENDUR: 8.05292737
[2026-02-27 18:59:44] PURPLE_TRANS | E: 47.41x | D_ENDUR: 8.05311702
[2026-02-27 18:59:46] PURPLE_TRANS | E: 42.37x | D_ENDUR: 8.05328651
[2026-02-27 18:59:47] PURPLE_TRANS | E: 42.65x | D_ENDUR: 8.05345711
[2026-02-27 18:59:48] PURPLE_TRANS | E: 45.28x | D_ENDUR: 8.05363823
[2026-02-27 18:59:49] PURPLE_TRANS | E: 47.74x | D_ENDUR: 8.05382918
[2026-02-27 18:59:50] PURPLE_TRANS | E: 46.13x | D_ENDUR: 8.05401369
[2026-02-27 18:59:51] STABLE_SYNC | E: 39.56x | D_ENDUR: 8.05401369
[2026-02-27 18:59:52] PURPLE_TRANS | E: 46.44x | D_ENDUR: 8.05419943
[2026-02-27 18:59:53] PURPLE_TRANS | E: 42.03x | D_ENDUR: 8.05436757
[2026-02-27 18:59:54] PURPLE_TRANS | E: 44.96x | D_ENDUR: 8.05454740
[2026-02-27 18:59:55] PURPLE_TRANS | E: 44.84x | D_ENDUR: 8.05472678
[2026-02-27 18:59:56] PURPLE_TRANS | E: 48.26x | D_ENDUR: 8.05491983
[2026-02-27 18:59:57] PURPLE_TRANS | E: 47.35x | D_ENDUR: 8.05510924
[2026-02-27 18:59:58] PURPLE_TRANS | E: 46.99x | D_ENDUR: 8.05529722
[2026-02-27 18:59:59] PURPLE_TRANS | E: 42.10x | D_ENDUR: 8.05546562
[2026-02-27 19:00:00] PURPLE_TRANS | E: 46.32x | D_ENDUR: 8.05565088
[2026-02-27 19:00:01] PURPLE_TRANS | E: 43.84x | D_ENDUR: 8.05582622
[2026-02-27 19:00:02] PURPLE_TRANS | E: 43.84x | D_ENDUR: 8.05600160
[2026-02-27 19:00:03] STABLE_SYNC | E: 41.92x | D_ENDUR: 8.05600160
[2026-02-27 19:00:04] STABLE_SYNC | E: 40.16x | D_ENDUR: 8.05600160
[2026-02-27 19:00:05] STABLE_SYNC | E: 40.79x | D_ENDUR: 8.05600160
[2026-02-27 19:00:06] PURPLE_TRANS | E: 47.10x | D_ENDUR: 8.05619000
[2026-02-27 19:00:07] PURPLE_TRANS | E: 45.56x | D_ENDUR: 8.05637224
[2026-02-27 19:00:08] PURPLE_TRANS | E: 45.30x | D_ENDUR: 8.05655343
[2026-02-27 19:00:09] STABLE_SYNC | E: 39.69x | D_ENDUR: 8.05655343
[2026-02-27 19:00:10] PURPLE_TRANS | E: 42.52x | D_ENDUR: 8.05672350
[2026-02-27 19:00:11] STABLE_SYNC | E: 40.77x | D_ENDUR: 8.05672350
[2026-02-27 19:00:12] PURPLE_TRANS | E: 46.76x | D_ENDUR: 8.05691054
[2026-02-27 19:00:13] PURPLE_TRANS | E: 46.30x | D_ENDUR: 8.05709576
[2026-02-27 19:00:14] PURPLE_TRANS | E: 48.62x | D_ENDUR: 8.05729026
[2026-02-27 19:00:15] PURPLE_TRANS | E: 44.25x | D_ENDUR: 8.05746725
[2026-02-27 19:00:16] PURPLE_TRANS | E: 48.67x | D_ENDUR: 8.05766191
[2026-02-27 19:00:17] PURPLE_TRANS | E: 47.43x | D_ENDUR: 8.05785163
[2026-02-27 19:00:18] PURPLE_TRANS | E: 44.64x | D_ENDUR: 8.05803019
[2026-02-27 19:00:19] PURPLE_TRANS | E: 45.55x | D_ENDUR: 8.05821239
[2026-02-27 19:00:20] PURPLE_TRANS | E: 45.03x | D_ENDUR: 8.05839251
[2026-02-27 19:00:21] PURPLE_TRANS | E: 47.35x | D_ENDUR: 8.05858192
[2026-02-27 19:00:22] STABLE_SYNC | E: 40.37x | D_ENDUR: 8.05858192
[2026-02-27 19:00:23] STABLE_SYNC | E: 41.04x | D_ENDUR: 8.05858192
[2026-02-27 19:00:24] PURPLE_TRANS | E: 48.44x | D_ENDUR: 8.05877568
[2026-02-27 19:00:25] PURPLE_TRANS | E: 42.69x | D_ENDUR: 8.05894643
[2026-02-27 19:00:26] PURPLE_TRANS | E: 49.04x | D_ENDUR: 8.05914260
[2026-02-27 19:00:27] STABLE_SYNC | E: 39.16x | D_ENDUR: 8.05914260
[2026-02-27 19:00:28] STABLE_SYNC | E: 40.66x | D_ENDUR: 8.05914260
[2026-02-27 19:00:29] PURPLE_TRANS | E: 46.42x | D_ENDUR: 8.05932827
[2026-02-27 19:00:30] PURPLE_TRANS | E: 45.77x | D_ENDUR: 8.05951133
[2026-02-27 19:00:32] PURPLE_TRANS | E: 46.15x | D_ENDUR: 8.05969593
[2026-02-27 19:00:33] PURPLE_TRANS | E: 45.04x | D_ENDUR: 8.05987609
[2026-02-27 19:00:34] PURPLE_TRANS | E: 42.21x | D_ENDUR: 8.06004493
[2026-02-27 19:00:35] PURPLE_TRANS | E: 46.28x | D_ENDUR: 8.06023006
[2026-02-27 19:00:36] PURPLE_TRANS | E: 47.16x | D_ENDUR: 8.06041868
[2026-02-27 19:00:37] STABLE_SYNC | E: 40.47x | D_ENDUR: 8.06041868
[2026-02-27 19:00:38] STABLE_SYNC | E: 39.72x | D_ENDUR: 8.06041868
[2026-02-27 19:00:39] STABLE_SYNC | E: 41.75x | D_ENDUR: 8.06041868
[2026-02-27 19:00:40] PURPLE_TRANS | E: 45.77x | D_ENDUR: 8.06060174
[2026-02-27 19:00:41] STABLE_SYNC | E: 41.92x | D_ENDUR: 8.06060174
[2026-02-27 19:00:42] PURPLE_TRANS | E: 46.46x | D_ENDUR: 8.06078758
[2026-02-27 19:00:43] PURPLE_TRANS | E: 47.92x | D_ENDUR: 8.06097926
[2026-02-27 19:00:44] STABLE_SYNC | E: 41.04x | D_ENDUR: 8.06097926
[2026-02-27 19:00:45] PURPLE_TRANS | E: 43.97x | D_ENDUR: 8.06115515
[2026-02-27 19:00:46] PURPLE_TRANS | E: 44.17x | D_ENDUR: 8.06133184
[2026-02-27 19:00:47] PURPLE_TRANS | E: 48.64x | D_ENDUR: 8.06152638
[2026-02-27 19:00:48] STABLE_SYNC | E: 40.50x | D_ENDUR: 8.06152638
[2026-02-27 19:00:49] STABLE_SYNC | E: 41.11x | D_ENDUR: 8.06152638
[2026-02-27 19:00:50] PURPLE_TRANS | E: 44.41x | D_ENDUR: 8.06170403
[2026-02-27 19:00:51] STABLE_SYNC | E: 39.14x | D_ENDUR: 8.06170403
[2026-02-27 19:00:52] PURPLE_TRANS | E: 49.32x | D_ENDUR: 8.06190133
[2026-02-27 19:00:53] PURPLE_TRANS | E: 48.69x | D_ENDUR: 8.06209610
[2026-02-27 19:00:54] PURPLE_TRANS | E: 43.34x | D_ENDUR: 8.06226947
[2026-02-27 19:00:55] PURPLE_TRANS | E: 45.91x | D_ENDUR: 8.06245310
[2026-02-27 19:00:56] PURPLE_TRANS | E: 49.28x | D_ENDUR: 8.06265023
[2026-02-27 19:00:57] PURPLE_TRANS | E: 46.60x | D_ENDUR: 8.06283664
[2026-02-27 19:00:58] PURPLE_TRANS | E: 45.69x | D_ENDUR: 8.06301939
[2026-02-27 19:00:59] PURPLE_TRANS | E: 44.67x | D_ENDUR: 8.06319805
[2026-02-27 19:01:00] PURPLE_TRANS | E: 43.06x | D_ENDUR: 8.06337028
[2026-02-27 19:01:01] STABLE_SYNC | E: 40.20x | D_ENDUR: 8.06337028
[2026-02-27 19:01:02] PURPLE_TRANS | E: 43.76x | D_ENDUR: 8.06354532
[2026-02-27 19:01:03] STABLE_SYNC | E: 41.73x | D_ENDUR: 8.06354532
[2026-02-27 19:01:04] PURPLE_TRANS | E: 46.78x | D_ENDUR: 8.06373243
[2026-02-27 19:01:05] PURPLE_TRANS | E: 44.19x | D_ENDUR: 8.06390920
[2026-02-27 19:01:06] PURPLE_TRANS | E: 42.01x | D_ENDUR: 8.06407725
[2026-02-27 19:01:08] PURPLE_TRANS | E: 46.29x | D_ENDUR: 8.06426240
[2026-02-27 19:01:09] STABLE_SYNC | E: 41.48x | D_ENDUR: 8.06426240
[2026-02-27 19:01:10] PURPLE_TRANS | E: 43.39x | D_ENDUR: 8.06443598
[2026-02-27 19:01:11] PURPLE_TRANS | E: 45.32x | D_ENDUR: 8.06461725
[2026-02-27 19:01:12] PURPLE_TRANS | E: 44.26x | D_ENDUR: 8.06479428
[2026-02-27 19:01:13] PURPLE_TRANS | E: 44.04x | D_ENDUR: 8.06497045
[2026-02-27 19:01:14] PURPLE_TRANS | E: 48.40x | D_ENDUR: 8.06516405
[2026-02-27 19:01:15] PURPLE_TRANS | E: 45.02x | D_ENDUR: 8.06534412
[2026-02-27 19:01:16] PURPLE_TRANS | E: 48.89x | D_ENDUR: 8.06553970
[2026-02-27 19:01:17] STABLE_SYNC | E: 41.26x | D_ENDUR: 8.06553970
[2026-02-27 19:01:18] PURPLE_TRANS | E: 43.77x | D_ENDUR: 8.06571477
[2026-02-27 19:01:19] PURPLE_TRANS | E: 48.38x | D_ENDUR: 8.06590827
[2026-02-27 19:01:20] PURPLE_TRANS | E: 47.08x | D_ENDUR: 8.06609659
[2026-02-27 19:01:21] PURPLE_TRANS | E: 45.18x | D_ENDUR: 8.06627732
[2026-02-27 19:01:22] PURPLE_TRANS | E: 44.31x | D_ENDUR: 8.06645455
[2026-02-27 19:01:23] PURPLE_TRANS | E: 46.51x | D_ENDUR: 8.06664060
[2026-02-27 19:01:24] PURPLE_TRANS | E: 47.77x | D_ENDUR: 8.06683166
[2026-02-27 19:01:25] PURPLE_TRANS | E: 44.65x | D_ENDUR: 8.06701027
[2026-02-27 19:01:26] PURPLE_TRANS | E: 43.28x | D_ENDUR: 8.06718338
[2026-02-27 19:01:27] PURPLE_TRANS | E: 43.74x | D_ENDUR: 8.06735832
[2026-02-27 19:01:28] PURPLE_TRANS | E: 45.82x | D_ENDUR: 8.06754160
[2026-02-27 19:01:29] PURPLE_TRANS | E: 45.02x | D_ENDUR: 8.06772167
[2026-02-27 19:01:30] PURPLE_TRANS | E: 45.58x | D_ENDUR: 8.06790399
[2026-02-27 19:01:31] STABLE_SYNC | E: 39.45x | D_ENDUR: 8.06790399
[2026-02-27 19:01:32] PURPLE_TRANS | E: 44.98x | D_ENDUR: 8.06808392
[2026-02-27 19:01:33] PURPLE_TRANS | E: 44.24x | D_ENDUR: 8.06826089
[2026-02-27 19:01:34] PURPLE_TRANS | E: 48.95x | D_ENDUR: 8.06845667
[2026-02-27 19:01:35] STABLE_SYNC | E: 41.13x | D_ENDUR: 8.06845667
[2026-02-27 19:01:36] PURPLE_TRANS | E: 48.73x | D_ENDUR: 8.06865161
[2026-02-27 19:01:37] STABLE_SYNC | E: 39.64x | D_ENDUR: 8.06865161
[2026-02-27 19:01:38] STABLE_SYNC | E: 40.08x | D_ENDUR: 8.06865161
[2026-02-27 19:01:39] PURPLE_TRANS | E: 48.20x | D_ENDUR: 8.06884442
[2026-02-27 19:01:40] PURPLE_TRANS | E: 43.55x | D_ENDUR: 8.06901862
[2026-02-27 19:01:41] PURPLE_TRANS | E: 45.34x | D_ENDUR: 8.06919999
[2026-02-27 19:01:43] PURPLE_TRANS | E: 43.23x | D_ENDUR: 8.06937291
[2026-02-27 19:01:44] PURPLE_TRANS | E: 47.35x | D_ENDUR: 8.06956232
[2026-02-27 19:01:45] STABLE_SYNC | E: 39.27x | D_ENDUR: 8.06956232
[2026-02-27 19:01:46] PURPLE_TRANS | E: 46.90x | D_ENDUR: 8.06974993
[2026-02-27 19:01:47] PURPLE_TRANS | E: 42.44x | D_ENDUR: 8.06991971
[2026-02-27 19:01:48] PURPLE_TRANS | E: 48.56x | D_ENDUR: 8.07011393
[2026-02-27 19:01:49] STABLE_SYNC | E: 40.97x | D_ENDUR: 8.07011393
[2026-02-27 19:01:50] PURPLE_TRANS | E: 46.02x | D_ENDUR: 8.07029801
[2026-02-27 19:01:51] PURPLE_TRANS | E: 42.79x | D_ENDUR: 8.07046918
[2026-02-27 19:01:52] STABLE_SYNC | E: 39.75x | D_ENDUR: 8.07046918
[2026-02-27 19:01:53] STABLE_SYNC | E: 39.44x | D_ENDUR: 8.07046918
[2026-02-27 19:01:54] STABLE_SYNC | E: 41.24x | D_ENDUR: 8.07046918
[2026-02-27 19:01:55] PURPLE_TRANS | E: 44.61x | D_ENDUR: 8.07064761
[2026-02-27 19:01:56] STABLE_SYNC | E: 41.25x | D_ENDUR: 8.07064761
[2026-02-27 19:01:57] PURPLE_TRANS | E: 48.37x | D_ENDUR: 8.07084109
[2026-02-27 19:01:58] PURPLE_TRANS | E: 43.13x | D_ENDUR: 8.07101360
[2026-02-27 19:01:59] STABLE_SYNC | E: 39.35x | D_ENDUR: 8.07101360
[2026-02-27 19:02:00] PURPLE_TRANS | E: 44.93x | D_ENDUR: 8.07119331
[2026-02-27 19:02:01] STABLE_SYNC | E: 39.50x | D_ENDUR: 8.07119331
[2026-02-27 19:02:02] PURPLE_TRANS | E: 42.03x | D_ENDUR: 8.07136141
[2026-02-27 19:02:03] PURPLE_TRANS | E: 49.13x | D_ENDUR: 8.07155795
[2026-02-27 19:02:04] PURPLE_TRANS | E: 46.71x | D_ENDUR: 8.07174478
[2026-02-27 19:02:05] PURPLE_TRANS | E: 46.15x | D_ENDUR: 8.07192937
[2026-02-27 19:02:06] PURPLE_TRANS | E: 48.45x | D_ENDUR: 8.07212319
[2026-02-27 19:02:07] PURPLE_TRANS | E: 46.38x | D_ENDUR: 8.07230871
[2026-02-27 19:02:08] STABLE_SYNC | E: 41.35x | D_ENDUR: 8.07230871
[2026-02-27 19:02:09] PURPLE_TRANS | E: 43.80x | D_ENDUR: 8.07248391
[2026-02-27 19:02:10] STABLE_SYNC | E: 40.84x | D_ENDUR: 8.07248391
[2026-02-27 19:02:11] PURPLE_TRANS | E: 46.81x | D_ENDUR: 8.07267114
[2026-02-27 19:02:12] STABLE_SYNC | E: 41.04x | D_ENDUR: 8.07267114
[2026-02-27 19:02:13] STABLE_SYNC | E: 40.63x | D_ENDUR: 8.07267114
[2026-02-27 19:02:14] PURPLE_TRANS | E: 43.34x | D_ENDUR: 8.07284450
[2026-02-27 19:02:16] PURPLE_TRANS | E: 42.05x | D_ENDUR: 8.07301269
[2026-02-27 19:02:17] PURPLE_TRANS | E: 46.52x | D_ENDUR: 8.07319877
[2026-02-27 19:02:18] PURPLE_TRANS | E: 46.40x | D_ENDUR: 8.07338437
[2026-02-27 19:02:19] PURPLE_TRANS | E: 47.72x | D_ENDUR: 8.07357524
[2026-02-27 19:02:20] PURPLE_TRANS | E: 47.31x | D_ENDUR: 8.07376448
[2026-02-27 19:02:21] PURPLE_TRANS | E: 44.49x | D_ENDUR: 8.07394242
[2026-02-27 19:02:22] PURPLE_TRANS | E: 46.20x | D_ENDUR: 8.07412722
[2026-02-27 19:02:23] PURPLE_TRANS | E: 47.06x | D_ENDUR: 8.07431546
[2026-02-27 19:02:24] PURPLE_TRANS | E: 49.29x | D_ENDUR: 8.07451262
[2026-02-27 19:02:25] PURPLE_TRANS | E: 47.10x | D_ENDUR: 8.07470102
[2026-02-27 19:02:26] STABLE_SYNC | E: 41.12x | D_ENDUR: 8.07470102
[2026-02-27 19:02:27] PURPLE_TRANS | E: 45.79x | D_ENDUR: 8.07488417
[2026-02-27 19:02:28] PURPLE_TRANS | E: 43.72x | D_ENDUR: 8.07505905
[2026-02-27 19:02:29] STABLE_SYNC | E: 40.38x | D_ENDUR: 8.07505905
[2026-02-27 19:02:30] PURPLE_TRANS | E: 47.23x | D_ENDUR: 8.07524796
[2026-02-27 19:02:31] PURPLE_TRANS | E: 43.27x | D_ENDUR: 8.07542104
[2026-02-27 19:02:32] PURPLE_TRANS | E: 42.78x | D_ENDUR: 8.07559216
[2026-02-27 19:02:33] STABLE_SYNC | E: 39.21x | D_ENDUR: 8.07559216
[2026-02-27 19:02:34] PURPLE_TRANS | E: 45.21x | D_ENDUR: 8.07577299
